,0
1931,149266.0507243939
1932,139827.27364213087
1933,173509.80034795986
1934,181214.12292621957
1935,170166.02561650367
1936,181647.4192325697
1937,178476.5293769155
1938,163251.4738589507
1939,246142.13208826885
1940,194091.68137726374
1941,167429.76010321506
1942,180456.77255983482
1943,210055.1385421216
1944,324308.31759437453
1945,360678.7623734024
1946,144031.66890276162
1947,146295.83299679644
1948,161447.37879979576
1949,236349.64006354724
1950,187845.23697836598
1951,256318.0977475749
1952,219970.38814390075
1953,170005.24595270184
1954,186018.1781293602
1955,135822.5625519804
1956,340184.3001875546
1957,157936.22491559896
1958,292073.7717174271
1959,143747.7067022669
1960,112040.75878669285
1961,123272.20368295681
1962,104497.1660814832
1963,112364.9082451666
1964,106614.8753272011
1965,146656.6252504434
1966,142849.48864326256
1967,289635.2224997808
1968,402669.35052652867
1969,362935.6964226818
1970,413954.5924174456
1971,480926.0061590801
1972,379750.1967431757
1973,271239.5378153689
1974,324073.7231909161
1975,535491.3200411355
1976,275769.144491006
1977,353397.006463129
1978,341814.8019810386
1979,321220.6851944723
1980,196252.4346258884
1981,345431.1115819511
1982,221626.1467246045
1983,203826.58230596659
1984,177328.14828979073
1985,223717.8710230066
1986,209303.62488479153
1987,190323.87249248024
1988,175608.54731308055
1989,197150.00677938576
1990,209935.53743945155
1991,225170.1043219556
1992,212020.00657780643
1993,176895.98790963923
1994,229726.89443016044
1995,187411.69500055272
1996,240478.05231812692
1997,295157.4956482021
1998,315452.248578446
1999,258163.2580568814
2000,299736.32704729214
2001,256790.75965756853
2002,233263.542123999
2003,255851.38998359948
2004,280185.9259339283
2005,221121.55547491726
2006,214327.45909893585
2007,246418.69698190174
2008,205433.1137469915
2009,186809.6409663027
2010,193154.26821296595
2011,137483.6795190354
2012,175671.18194847667
2013,174418.5701202105
2014,180642.6846422072
2015,199877.03261682804
2016,188391.22024149817
2017,193439.10118936186
2018,120677.65136609098
2019,139382.475170683
2020,106886.2557305009
2021,108554.77953421292
2022,180768.5812258991
2023,141883.10677230716
2024,258015.83673141428
2025,341464.358149203
2026,170141.26283402383
2027,156148.80826164584
2028,159194.73038880955
2029,157483.97674181222
2030,261330.06717143094
2031,234405.25150356803
2032,247847.4252413096
2033,250518.1186267883
2034,168757.23855713563
2035,212615.31744756835
2036,194628.70382484395
2037,198123.43761540542
2038,317714.8216794048
2039,214800.0888050978
2040,292220.8058310256
2041,288385.4281986732
2042,203510.0180519896
2043,174544.63506480647
2044,174581.8486422306
2045,205074.8257678934
2046,143409.50566599457
2047,141128.6101779151
2048,141166.007487364
2049,146481.80690928007
2050,174883.08839868478
2051,106304.91102257434
2052,126734.38832457968
2053,143767.98508659095
2054,99814.80677926756
2055,154922.17762802215
2056,141329.09287081644
2057,113989.11439084384
2058,204270.98615580302
2059,133697.37738844447
2060,169490.22970850728
2061,178212.89249850035
2062,128349.62876592374
2063,115480.47813327411
2064,135876.06571700147
2065,117127.74960580168
2066,168070.75390984458
2067,103000.24865123218
2068,149630.27987909946
2069,91016.44286054172
2070,118964.15942591267
2071,100636.42096058278
2072,154349.0770197326
2073,135291.76238710494
2074,178268.16621554608
2075,143556.2175281286
2076,125322.43552045393
2077,146651.59838586647
2078,123071.72436316757
2079,136372.54915595648
2080,123590.21622809475
2081,130170.02114113557
2082,119842.1919227348
2083,141798.15620167673
2084,112159.26130886887
2085,115902.95099284568
2086,111493.79300071028
2087,122309.17988636023
2088,106661.1360359364
2089,86756.38395911001
2090,128951.8361237669
2091,100500.32170747084
2092,120985.27027684028
2093,116563.78620294877
2094,113861.51101999881
2095,143950.56005270453
2096,84670.612220665
2097,106841.8915801149
2098,144239.3891841058
2099,65891.68345233925
2100,70747.8813624217
2101,113077.17022620355
2102,129295.58691461466
2103,103935.2796525748
2104,135254.20232512435
2105,126424.62956598216
2106,73011.85014634585
2107,185608.4788481249
2108,117321.48740853633
2109,107135.92577609618
2110,123367.41691211412
2111,136992.62566837264
2112,133148.61846104023
2113,118232.13750475032
2114,121952.6349857435
2115,151754.36936181886
2116,112562.42417262269
2117,145599.6715807843
2118,121656.31948442679
2119,115875.58417148168
2120,115508.45767044013
2121,100833.84661814127
2122,105232.37297615962
2123,83182.46727369564
2124,155800.9402328848
2125,127937.53619773612
2126,147637.9321827949
2127,153358.26825907678
2128,129045.17820934125
2129,101224.10207178097
2130,126425.12558459258
2131,150675.5107893825
2132,116126.90904537437
2133,118097.0321849427
2134,121033.74127103946
2135,97026.87595783891
2136,77674.28605620835
2137,108604.08277835647
2138,132533.0661177335
2139,151801.4812902355
2140,140380.30209264872
2141,159732.90817673138
2142,121136.98570475544
2143,143482.53509510538
2144,128205.04338745351
2145,139352.1217175459
2146,160630.5681060883
2147,153722.01455355977
2148,138203.44473235848
2149,154645.10072142896
2150,218722.24785509333
2151,127908.58979567984
2152,156577.4247994405
2153,168266.63295710276
2154,105902.95408032325
2155,141212.18615126327
2156,262152.3014588345
2157,232418.8434628338
2158,226437.17809886095
2159,210192.5902782016
2160,190165.37793902867
2161,241796.80337987567
2162,413912.7433688338
2163,346301.4469354336
2164,246039.04452714324
2165,187896.60083025496
2166,157570.6463435304
2167,214352.79314229553
2168,187182.09461680817
2169,193283.90489302215
2170,215827.90845922966
2171,148525.951902745
2172,135436.2093969773
2173,156600.69435219798
2174,225708.29767090766
2175,299202.94329652464
2176,294450.9208946822
2177,237298.19199040145
2178,216426.5559523453
2179,140223.21173505406
2180,205522.5299464482
2181,187245.14542872994
2182,218822.82552453497
2183,189248.32316563022
2184,119771.24293505245
2185,120765.37419334489
2186,151787.14600019838
2187,157279.53577442796
2188,159330.93657448184
2189,270581.8645596906
2190,83408.52396225539
2191,82586.94634060419
2192,89619.96425829055
2193,110936.24324808763
2194,103884.98683829962
2195,109480.2686394113
2196,107574.07979522727
2197,113047.04428910473
2198,148636.25824036426
2199,173874.11472024876
2200,154122.04150961182
2201,152615.0813252533
2202,214664.7360290352
2203,147095.8642167253
2204,171480.29590043653
2205,123905.30542971345
2206,145487.91697503199
2207,230230.98463219756
2208,262851.461752103
2209,225867.38530864593
2210,123735.55242222031
2211,114772.394459906
2212,126637.96492400079
2213,104689.66478741114
2214,131327.11946470692
2215,100687.72776640026
2216,141846.76991160642
2217,77909.10936259088
2218,71115.20394622952
2219,69977.01527936847
2220,72357.15963838085
2221,289460.9031176359
2222,257084.227247234
2223,269319.0152027032
2224,215893.8140971144
2225,125976.30548188413
2226,183187.4641639938
2227,198894.79358210403
2228,251915.52731886302
2229,253182.97264450535
2230,147802.4461923503
2231,211437.73894987494
2232,172755.45367286983
2233,180382.61701882302
2234,237582.0809664549
2235,212518.4133885154
2236,257681.325758502
2237,315203.316978082
2238,201707.06472913918
2239,117749.38821453677
2240,152745.9586644932
2241,151639.2751729656
2242,120986.75264271013
2243,123769.25966889028
2244,103443.42103181909
2245,98276.31733817048
2246,138712.00675817675
2247,114548.50917497124
2248,125966.41810998187
2249,124224.99927643412
2250,130127.76713676691
2251,111447.7216826624
2252,179061.59358290627
2253,155711.60951765452
2254,173744.14072912824
2255,189035.83105146172
2256,180369.39016546687
2257,210311.00836770915
2258,163779.3196204554
2259,175827.52770601245
2260,160712.9007308382
2261,186540.5759691859
2262,209495.32312986013
2263,353638.3849023754
2264,501822.1280867531
2265,162516.10663929014
2266,276755.46946693776
2267,349739.1110228573
2268,405580.80172797956
2269,150196.9117883644
2270,193651.93471714456
2271,220915.44172683638
2272,197414.16178978863
2273,164650.8117933543
2274,178713.6084182842
2275,163418.57450772496
2276,185695.88501118505
2277,183458.03044917347
2278,145645.73491991058
2279,123472.78841655859
2280,115348.74565546085
2281,169029.45970871867
2282,184051.7831247726
2283,110248.03667207241
2284,114835.21564447459
2285,141840.7327025832
2286,125818.52487650518
2287,356959.3602934629
2288,275105.3239262203
2289,363137.9441903596
2290,460022.9564114782
2291,325600.7843900453
2292,436033.8808493618
2293,493026.8366329433
2294,386975.7728498481
2295,513484.7919125269
2296,285416.37641146756
2297,335154.71023874957
2298,323465.1352952654
2299,362876.61054637964
2300,331080.11043209635
2301,297386.6199531221
2302,253070.15748473335
2303,242691.03521083316
2304,261613.72016681373
2305,197135.02910191912
2306,191016.58712614235
2307,195804.63260486146
2308,215152.96991072872
2309,275316.5319401638
2310,212805.43412160993
2311,210248.84196653625
2312,173336.42934139402
2313,172793.59594650957
2314,178303.12260084567
2315,182287.40498921633
2316,198831.28851494213
2317,186969.03911114688
2318,181351.41630109394
2319,187430.4027323786
2320,189986.81190366228
2321,238808.80905665792
2322,192876.9947026752
2323,184629.50456981512
2324,175532.85194293273
2325,214663.8252759115
2326,177129.3112301132
2327,205912.50264647376
2328,219913.85760321462
2329,187344.11376000338
2330,181580.30168418543
2331,347122.6840578879
2332,377063.6893291699
2333,317141.62957105646
2334,246157.50456191532
2335,258556.90432584603
2336,307932.7406609305
2337,196704.6310632761
2338,265961.75326719653
2339,209707.0250899375
2340,409084.05387429224
2341,212404.58390912655
2342,229714.52021724198
2343,225316.61870236942
2344,210745.1430664322
2345,238626.04767134387
2346,209522.93529163898
2347,195530.4244583152
2348,236353.3181726947
2349,170825.66868674205
2350,298982.0903106132
2351,248979.93664777573
2352,248671.45798357535
2353,238663.44461160796
2354,140397.6147647534
2355,149098.16427919577
2356,151013.8588355354
2357,191530.5226340224
2358,189313.70652673315
2359,136873.0373709921
2360,119552.5522335889
2361,149226.25451579335
2362,268525.61963272205
2363,135436.89933144202
2364,164173.83266722193
2365,218573.83593036883
2366,192871.447983261
2367,215263.23144253166
2368,209904.79726132445
2369,215126.6672321988
2370,160971.0615525605
2371,159064.13063462955
2372,187226.1588290404
2373,274584.0533723359
2374,319927.6212149157
2375,233407.02283799808
2376,289827.1766232177
2377,350552.7768320094
2378,140917.83590659482
2379,207020.24775851626
2380,153166.22176065744
2381,173636.03213120878
2382,202500.3361299338
2383,204203.48484346617
2384,239534.9585983739
2385,164255.37499356703
2386,133681.44809776335
2387,133177.09662604658
2388,103643.7819376466
2389,123019.76025016456
2390,137567.6453278256
2391,148300.4036149356
2392,115990.25765405671
2393,166741.97737846794
2394,139770.14411471938
2395,203245.4798901757
2396,139209.37398923302
2397,212640.68976616106
2398,133768.2779637181
2399,79120.94339230265
2400,77355.68614198791
2401,119040.49893631262
2402,132874.84075987572
2403,148357.41315437455
2404,147825.18218274665
2405,160354.53952547975
2406,142474.65484134047
2407,130876.86642520227
2408,144341.81862979569
2409,122838.75093022891
2410,177838.15669258288
2411,116385.03466551886
2412,147167.10480319202
2413,126488.75353104601
2414,145560.62290592835
2415,135672.2303560908
2416,128834.70591678048
2417,129562.11889471566
2418,129881.8125053098
2419,127351.18289019102
2420,126765.28983224902
2421,136941.30633912608
2422,107433.60935162108
2423,112714.43294654711
2424,159024.76829893194
2425,205944.9823581899
2426,133082.6605179652
2427,129841.7924456801
2428,176607.03389141738
2429,113250.70021344314
2430,136428.92241207874
2431,113670.92921265979
2432,143259.03050389586
2433,142676.29487267823
2434,133338.47547527074
2435,155054.0733289161
2436,108432.50439733057
2437,107337.17338226739
2438,124097.2689071461
2439,104617.70510536624
2440,126200.36025764236
2441,98858.15558037593
2442,101314.21484326018
2443,119957.79969545189
2444,131790.15639366145
2445,89856.60346213216
2446,125048.640462154
2447,181603.22104719304
2448,127740.49569014758
2449,114385.97010234756
2450,149829.25620265666
2451,127680.85917509974
2452,186550.67673665812
2453,93645.83274722971
2454,112667.69857815221
2455,121663.9346375853
2456,125992.70955077824
2457,121167.80781537229
2458,125954.97625404582
2459,106966.31506030403
2460,137846.96131315696
2461,120936.74621619325
2462,127434.78468238738
2463,120687.76775163098
2464,167442.03728104965
2465,141877.00732065333
2466,114865.5743735749
2467,139898.95171938243
2468,89135.24489196553
2469,90148.2617640311
2470,184047.0940293613
2471,206199.34990223518
2472,161972.97093872045
2473,116276.91316864156
2474,85547.7358959408
2475,223227.26040275174
2476,113525.67026193127
2477,120922.22563745666
2478,156373.5507587557
2479,109289.0004204734
2480,146044.41886225675
2481,119110.54548980594
2482,127792.6115790501
2483,113170.11073958765
2484,124411.06186389945
2485,124490.12729435663
2486,146344.385202717
2487,169575.46488132258
2488,165889.22600917914
2489,153485.08077673832
2490,137100.63033503518
2491,97191.16431531722
2492,185676.928201942
2493,144551.2156749441
2494,143405.56432617674
2495,92174.98045974101
2496,234955.68583264278
2497,151784.04494078
2498,111535.45695979899
2499,85803.94999204374
2500,122765.4362546287
2501,135329.79576672253
2502,141522.0982494953
2503,103835.99177095914
2504,167944.40704660074
2505,217391.60796947154
2506,257906.5772454607
2507,294421.7698152166
2508,255790.2447449017
2509,212492.2335975339
2510,217886.16599361532
2511,178478.13874179724
2512,201187.66064273368
2513,220491.47699425
2514,244856.6328640567
2515,147721.01342496628
2516,172993.442546002
2517,145424.14564568002
2518,148615.90300415232
2519,220370.44911152462
2520,212365.57084439043
2521,189071.17594629113
2522,223805.992518182
2523,120892.68214334965
2524,135982.34314029457
2525,147638.43091289396
2526,139499.82298487096
2527,118838.11935734098
2528,123862.94545801269
2529,135910.77717770034
2530,129792.55053027402
2531,242684.33351473312
2532,225190.42110175267
2533,198260.41948253926
2534,221853.14055342766
2535,296916.38877490524
2536,229797.7181438165
2537,231831.80544960845
2538,189324.6427311477
2539,191074.54787692107
2540,183579.4257657642
2541,185515.8492122387
2542,160585.12448907996
2543,126505.83525633076
2544,116869.30333938557
2545,133861.65580675687
2546,134604.0592005415
2547,145171.4849525452
2548,149411.16520845314
2549,157029.09260181867
2550,1350625.4169566578
2551,137414.2719316045
2552,131841.8038387668
2553,81744.00099065379
2554,97014.24131632093
2555,124527.61564870064
2556,102209.3562788742
2557,107214.56118341505
2558,146095.6621717055
2559,131871.13736589064
2560,152423.4990415057
2561,159739.57147484523
2562,138502.95324503837
2563,154714.03684507043
2564,198109.06719826217
2565,137850.15385842166
2566,153100.82376466537
2567,142207.67238968893
2568,197610.1483714034
2569,213275.33453246707
2570,122127.69857598626
2571,184411.27992302366
2572,154743.36383661386
2573,227980.83197017258
2574,273458.04272976285
2575,136624.81113433835
2576,115544.9193648592
2577,147445.7810563217
2578,87060.11906688796
2579,59227.72070894209
2580,85654.56882771917
2581,96610.46599897806
2582,95070.22402899957
2583,272775.7594958927
2584,177758.19379812045
2585,187730.35423374746
2586,223066.07669845864
2587,204765.1627299142
2588,140334.27210751304
2589,158165.2434152833
2590,212306.44286714247
2591,211561.23526185905
2592,213184.92421873956
2593,243810.5916135513
2594,179652.5566862793
2595,198888.8917631009
2596,292116.22639445367
2597,185097.95188735754
2598,266016.1319458594
2599,331826.0758165948
2600,138456.2431335345
2601,139441.63273346185
2602,86454.2001731552
2603,95953.40412165222
2604,90216.12833038859
2605,85225.34775644046
2606,153538.28929762708
2607,212544.8553942031
2608,197629.12867707683
2609,172244.92308210203
2610,115438.67341836894
2611,120170.17956728984
2612,159723.53201421193
2613,131938.24333036458
2614,123755.98287241209
2615,151174.36691566993
2616,151180.3388423208
2617,186160.33484257167
2618,191107.6304564598
2619,199779.37518803732
2620,184037.34741245874
2621,173978.80552366038
2622,179922.38600697595
2623,238115.0896522575
2624,291988.78040826647
2625,301943.1898556721
2626,172300.35669266837
2627,171196.66853869817
2628,434801.4507108112
2629,504841.98168368044
2630,348439.8289315403
2631,481421.6320662707
2632,395206.0249704015
2633,285667.3757225121
2634,396201.55866380606
2635,163405.09672798374
2636,181057.13089511817
2637,179314.27907673636
2638,255773.1256705653
2639,183689.76386634732
2640,151130.71278215657
2641,108025.60014096808
2642,187574.9171874262
2643,113073.19743379137
2644,122856.32917306585
2645,111884.10136214233
2646,101909.47807808757
2647,109725.46231852325
2648,148347.34489272104
2649,144167.03561360575
2650,137710.2815307071
2651,141398.77394965547
2652,408486.68029289244
2653,258620.80762099306
2654,253781.5848229666
2655,395732.0030085768
2656,320209.5605486303
2657,353925.0800891512
2658,299012.6499640064
2659,301585.48685573076
2660,355727.5215312934
2661,354727.09717175906
2662,349684.84120853385
2663,287832.635856846
2664,266657.9193335619
2665,320512.0770729939
2666,280046.9115370361
2667,175020.3606483955
2668,183763.1661867881
2669,183210.6933059856
2670,280477.3293931003
2671,190235.60651525029
2672,198774.16730480077
2673,205840.07896663586
2674,195025.7034976369
2675,172247.90847913755
2676,195229.04862574075
2677,195973.38800605663
2678,252706.16890432357
2679,268299.9508200777
2680,273649.29937312903
2681,386601.7010688271
2682,302958.10303228465
2683,480404.03293926513
2684,295143.2566960131
2685,310290.84655367973
2686,247385.04269707014
2687,295436.37375900557
2688,215836.50199865946
2689,204809.75936146488
2690,417906.2162255242
2691,184664.00553206026
2692,137706.547752625
2693,202065.42681739046
2694,138754.04990865444
2695,192959.30765301606
2696,185063.83661006356
2697,183712.35772204064
2698,187113.03859073622
2699,173995.36007085096
2700,153655.39252570487
2701,153119.64087299447
2702,118521.92648399185
2703,126008.02388247241
2704,139506.32540052
2705,116099.70633534671
2706,110993.50963274312
2707,124796.3405380259
2708,127569.72698434143
2709,105399.17398227676
2710,125051.03242192011
2711,290156.01554706733
2712,369474.5876390575
2713,170846.86452983928
2714,154609.3744093806
2715,163210.2620467765
2716,154851.29104356552
2717,187640.4224297646
2718,217421.33544909494
2719,146600.39162821716
2720,174863.70932346725
2721,131887.27159141478
2722,159845.28209752284
2723,151716.09429405004
2724,124259.3249801842
2725,127425.20471572247
2726,145110.6871459181
2727,172957.4378984446
2728,168184.64917040314
2729,145229.89473085653
2730,140507.77323177826
2731,126604.61896858516
2732,128711.7635657597
2733,154217.09167526502
2734,138532.18943397832
2735,130300.25278477636
